entry	class	subclass	SoundOverrideSubclass	name	displayid	Quality	Flags	FlagsExtra	BuyCount	BuyPrice	SellPrice	InventoryType	AllowableClass	AllowableRace	ItemLevel	RequiredLevel	RequiredSkill	RequiredSkillRank	requiredspell	requiredhonorrank	RequiredCityRank	RequiredReputationFaction	RequiredReputationRank	maxcount	stackable	ContainerSlots	StatsCount	stat_type1	stat_value1	stat_type2	stat_value2	stat_type3	stat_value3	stat_type4	stat_value4	stat_type5	stat_value5	stat_type6	stat_value6	stat_type7	stat_value7	stat_type8	stat_value8	stat_type9	stat_value9	stat_type10	stat_value10	ScalingStatDistribution	ScalingStatValue	dmg_min1	dmg_max1	dmg_type1	dmg_min2	dmg_max2	dmg_type2	armor	holy_res	fire_res	nature_res	frost_res	shadow_res	arcane_res	delay	ammo_type	RangedModRange	spellid_1	spelltrigger_1	spellcharges_1	spellppmRate_1	spellcooldown_1	spellcategory_1	spellcategorycooldown_1	spellid_2	spelltrigger_2	spellcharges_2	spellppmRate_2	spellcooldown_2	spellcategory_2	spellcategorycooldown_2	spellid_3	spelltrigger_3	spellcharges_3	spellppmRate_3	spellcooldown_3	spellcategory_3	spellcategorycooldown_3	spellid_4	spelltrigger_4	spellcharges_4	spellppmRate_4	spellcooldown_4	spellcategory_4	spellcategorycooldown_4	spellid_5	spelltrigger_5	spellcharges_5	spellppmRate_5	spellcooldown_5	spellcategory_5	spellcategorycooldown_5	bonding	description	PageText	LanguageID	PageMaterial	startquest	lockid	Material	sheath	RandomProperty	RandomSuffix	block	itemset	MaxDurability	area	Map	BagFamily	TotemCategory	socketColor_1	socketContent_1	socketColor_2	socketContent_2	socketColor_3	socketContent_3	socketBonus	GemProperties	RequiredDisenchantSkill	ArmorDamageModifier	duration	ItemLimitCategory	HolidayId	ScriptName	DisenchantID	FoodType	minMoneyLoot	maxMoneyLoot	flagsCustom	WDBVerified
19685	4	2	-1	Primal Batskin Jerkin	32157	3	0	0	1	132632	26526	5	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	2	3	32	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	15464	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	8	0	0	0	0	441	100	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19686	4	2	-1	Primal Batskin Gloves	32159	3	0	0	1	66562	13312	10	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	2	3	10	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	15465	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	8	0	0	0	0	441	35	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19687	4	2	-1	Primal Batskin Bracers	32158	3	0	0	1	66808	13361	9	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	2	3	14	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	15464	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	8	0	0	0	0	441	35	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19688	4	2	-1	Blood Tiger Breastplate	25682	3	0	0	1	134095	26819	5	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	4	4	17	7	17	5	16	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	8	0	0	0	0	442	100	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19689	4	2	-1	Blood Tiger Shoulders	32160	3	0	0	1	100940	20188	3	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	4	4	13	7	13	5	12	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	8	0	0	0	0	442	60	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19690	4	3	-1	Bloodsoul Breastplate	32163	3	0	0	1	166327	33265	5	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	2	7	13	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	7598	1	0	0	3600000	0	600000	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	5	0	0	0	0	443	120	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19691	4	3	-1	Bloodsoul Shoulders	32165	3	0	0	1	125744	25148	3	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	2	3	24	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	5	0	0	0	0	443	70	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19692	4	3	-1	Bloodsoul Gauntlets	32164	3	0	0	1	83746	16749	10	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	2	7	17	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	7597	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	5	0	0	0	0	443	40	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19693	4	4	-1	Darksoul Breastplate	32166	3	0	0	1	177452	35490	5	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	1	7	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	15464	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	6	0	0	0	0	444	135	0	0	0	0	0	0	0	0	0	0	0	0	225	60	0	0	0		48	0	0	0	0	12340
19694	4	4	-1	Darksoul Leggings	32167	3	0	0	1	178141	35628	7	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	1	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	15465	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	6	0	0	0	0	444	100	0	0	0	0	0	0	0	0	0	0	0	0	225	130	0	0	0		48	0	0	0	0	12340
19695	4	4	-1	Darksoul Shoulders	32168	3	0	0	1	133867	26773	3	-1	-1	65	60	0	0	0	0	0	0	0	0	1	0	1	7	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	15464	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	2		0	0	0	0	0	6	0	0	0	0	444	80	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		48	0	0	0	0	12340
19822	4	4	-1	Zandalar Vindicator's Breastplate	32415	4	32768	0	1	0	0	5	1	-1	65	0	0	0	0	0	0	0	0	1	1	0	3	4	23	7	24	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0	0	0	0	7517	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	6	0	0	0	0	474	165	0	0	0	0	0	0	0	0	0	0	0	0	-1	90	0	0	0		0	0	0	0	0	12340
19823	4	4	-1	Zandalar Vindicator's Belt	32416	4	32768	0	1	0	0	6	1	-1	61	0	0	0	0	0	0	0	0	1	1	0	2	4	25	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	7597	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	6	0	0	0	0	474	55	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19824	4	4	-1	Zandalar Vindicator's Armguards	32417	4	32768	0	1	0	0	9	1	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	4	13	7	13	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	6	0	0	0	0	474	55	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19825	4	4	-1	Zandalar Freethinker's Breastplate	32263	4	32768	0	1	0	0	5	2	-1	65	0	0	0	0	0	0	0	0	1	1	0	4	4	19	7	26	5	16	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0	0	0	0	7597	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	6	0	0	0	0	475	165	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19826	4	4	-1	Zandalar Freethinker's Belt	32264	4	32768	0	1	0	0	6	2	-1	61	0	0	0	0	0	0	0	0	1	1	0	4	4	16	5	12	7	16	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	9315	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	6	0	0	0	0	475	55	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19827	4	4	-1	Zandalar Freethinker's Armguards	32265	4	32768	0	1	0	0	9	2	-1	61	0	0	0	0	0	0	0	0	1	1	0	4	5	10	7	12	4	12	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	7679	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	6	0	0	0	0	475	55	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19828	4	3	-1	Zandalar Augur's Hauberk	32748	4	32768	0	1	0	0	5	64	-1	65	0	0	0	0	0	0	0	0	1	1	0	2	7	19	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	18052	1	0	0	-1	0	-1	18384	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	5	0	0	0	0	476	140	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19829	4	3	-1	Zandalar Augur's Belt	32750	4	32768	0	1	0	0	6	64	-1	61	0	0	0	0	0	0	0	0	1	1	0	2	5	21	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	9417	1	0	0	-1	0	-1	21619	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	5	0	0	0	0	476	50	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19830	4	3	-1	Zandalar Augur's Bracers	32749	4	32768	0	1	0	0	9	64	-1	61	0	0	0	0	0	0	0	0	1	1	0	2	7	12	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	9342	1	0	0	-1	0	-1	21362	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	5	0	0	0	0	476	50	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19831	4	3	-1	Zandalar Predator's Mantle	32270	4	32768	0	1	0	0	3	4	-1	68	0	0	0	0	0	0	0	0	1	1	0	3	3	15	7	15	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	21619	1	0	0	-1	0	-1	9335	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	5	0	0	0	0	477	85	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19832	4	3	-1	Zandalar Predator's Belt	32272	4	32768	0	1	0	0	6	4	-1	61	0	0	0	0	0	0	0	0	1	1	0	4	5	12	3	14	7	12	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	15464	1	0	0	-1	0	-1	9334	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	5	0	0	0	0	477	50	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19833	4	3	-1	Zandalar Predator's Bracers	28806	4	32768	0	1	0	0	9	4	-1	61	0	0	0	0	0	0	0	0	1	1	0	2	5	10	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	21439	1	0	0	-1	0	-1	21362	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	5	0	0	0	0	477	50	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19834	4	2	-1	Zandalar Madcap's Tunic	32273	4	32768	0	1	0	0	5	8	-1	65	0	0	0	0	0	0	0	0	1	1	0	1	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	7598	1	0	0	-1	0	-1	15810	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	8	0	0	0	0	478	120	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19835	4	2	-1	Zandalar Madcap's Mantle	32274	4	32768	0	1	0	0	3	8	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	3	20	7	12	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	15464	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	8	0	0	0	0	478	70	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19836	4	2	-1	Zandalar Madcap's Bracers	32275	4	32768	0	1	0	0	9	8	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	7	14	3	14	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	8	0	0	0	0	478	40	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19838	4	2	-1	Zandalar Haruspex's Tunic	32285	4	32768	0	1	0	0	5	1024	-1	65	0	0	0	0	0	0	0	0	1	1	0	3	5	24	6	23	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	9318	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	8	0	0	0	0	479	120	0	0	0	0	0	0	0	0	0	0	0	0	-1	90	0	0	0		0	0	0	0	0	12340
19839	4	2	-1	Zandalar Haruspex's Belt	32286	4	32768	0	1	0	0	6	1024	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	5	21	6	12	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	7681	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	8	0	0	0	0	479	40	0	0	0	0	0	0	0	0	0	0	0	0	-1	60	0	0	0		0	0	0	0	0	12340
19840	4	2	-1	Zandalar Haruspex's Bracers	32287	4	32768	0	1	0	0	9	1024	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	5	11	6	11	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	9314	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	8	0	0	0	0	479	40	0	0	0	0	0	0	0	0	0	0	0	0	-1	40	0	0	0		0	0	0	0	0	12340
19841	4	1	-1	Zandalar Confessor's Mantle	32567	4	32768	0	1	0	0	3	16	-1	68	0	0	0	0	0	0	0	0	1	1	0	3	5	24	6	15	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	9408	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	480	60	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19842	4	1	-1	Zandalar Confessor's Bindings	32289	4	32768	0	1	0	0	6	16	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	5	20	7	12	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	9315	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	480	35	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19843	4	1	-1	Zandalar Confessor's Wraps	32290	4	32768	0	1	0	0	9	16	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	5	11	6	12	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	9314	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	480	35	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19845	4	1	-1	Zandalar Illusionist's Mantle	32292	4	32768	0	1	0	0	3	128	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	5	21	7	13	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	9417	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	482	60	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19846	4	1	-1	Zandalar Illusionist's Wraps	32290	4	32768	0	1	0	0	9	128	-1	61	0	0	0	0	0	0	0	0	1	1	0	3	5	11	7	11	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	9343	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	482	35	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19848	4	1	-1	Zandalar Demoniac's Wraps	32290	4	32768	0	1	0	0	9	256	-1	61	0	0	0	0	0	0	0	0	1	1	0	2	7	15	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	9345	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	481	35	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19849	4	1	-1	Zandalar Demoniac's Mantle	32566	4	32768	0	1	0	0	3	256	-1	61	0	0	0	0	0	0	0	0	1	1	0	2	7	23	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	9417	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	7	0	0	0	0	481	60	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	12340
19863	4	0	-1	Primalist's Seal	32305	3	524288	0	1	245144	61286	11	-1	-1	71	60	0	0	0	0	0	0	0	0	1	0	2	5	12	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9316	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	3	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		50	0	0	0	0	12340
19865	2	7	-1	Warblade of the Hakkari	32722	4	0	0	1	386644	77328	21	-1	-1	68	60	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	110	0	0	0	0	0	0	0	0	0	0	0	1700	0	0	9335	1	0	0	-1	0	-1	7597	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1	Forged in...	0	0	0	0	0	1	1	0	0	0	461	105	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		65	0	0	0	0	12340
19866	2	7	-1	Warblade of the Hakkari	32722	4	0	0	1	351800	70360	22	-1	-1	66	60	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	106	0	0	0	0	0	0	0	0	0	0	0	1700	0	0	14049	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1	The seething flames of hatred.	0	0	0	0	0	1	1	0	0	0	461	105	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		65	0	0	0	0	12340
19873	4	0	-1	Overlord's Crimson Band	32323	3	524288	0	1	194642	48660	11	-1	-1	71	60	0	0	0	0	0	0	0	0	1	0	3	4	9	7	10	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13385	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	3	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		50	0	0	0	0	12340
19893	4	0	-1	Zanzil's Seal	32347	3	524288	0	1	221421	55355	11	-1	-1	71	60	0	0	0	0	0	0	0	0	1	0	2	5	10	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23727	1	0	0	-1	0	-1	9416	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	3	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		50	0	0	0	0	12340
19896	2	13	-1	Thekal's Grasp	32776	4	0	0	1	360249	72049	21	-1	-1	65	60	0	0	0	0	0	0	0	1	1	0	1	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	135	0	0	0	0	0	0	0	0	0	0	0	2200	0	0	7597	1	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	1		0	0	0	0	0	1	7	0	0	0	463	75	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0		65	0	0	0	0	12340
